keyword,document_frequency,idf
anastasian,1,11.2273
anastasio,1,11.2273
anastenaria,1,11.2273
anastomotic,1,11.2273
anat,1,11.2273
anatadaephobia,1,11.2273
anatidaephobia,1,11.2273
anatidaiphobia,1,11.2273
anatine,1,11.2273
anatole,1,11.2273
anatolian,2,10.8218
anatomic,12,9.3557
anatomical,12,9.3557
anatomically,12,9.3557
anatomist,4,10.3111
anatomists,4,10.3111
anatomy,44,8.1146
anaximander,2,10.8218
ancestor,17,9.0304
ancestors,17,9.0304
ancestral,2,10.8218
ancestry,4,10.3111
anchor,8,9.7233
anchorage,2,10.8218
anchored,8,9.7233
anchorite,1,11.2273
anchorman,14,9.2126
anchovies,1,11.2273
ancient,215,6.549
ancients,215,6.549
andaman,1,11.2273
andante,2,10.8218
andean,3,10.5342
anders,2,10.8218
andersen,17,9.0304
andersens,17,9.0304
anderson,47,8.0501
andersons,47,8.0501
andes,13,9.2816
andesophageal,1,11.2273
andi,90,7.4112
andie,90,7.4112
andies,90,7.4112
andorians,1,11.2273
andorra,4,10.3111
andouillette,1,11.2273
andr,16,9.0875
andrade,1,11.2273
andranada,1,11.2273
andre,16,9.0875
andrea,17,9.0304
andreas,17,9.0304
andreevich,2,10.8218
andrei,1,11.2273
andrejkiselev,1,11.2273
andres,16,9.0875
andress,2,10.8218
andretti,1,11.2273
andrew,67,7.7021
andrews,67,7.7021
andrian,1,11.2273
andrina,1,11.2273
andrionovna,1,11.2273
androgen,2,10.8218
androgenic,2,10.8218
android,2,10.8218
andrology,1,11.2273
andromeda,9,9.618
andromedae,9,9.618
andronicus,1,11.2273
andruw,1,11.2273
andy,90,7.4112
andys,90,7.4112
anecdotes,1,11.2273
anekantin,1,11.2273
anemia,2,10.8218
anemology,1,11.2273
anemometers,1,11.2273
anemos,1,11.2273
aneurysm,1,11.2273
ang,4,10.3111
anga,1,11.2273
angel,181,6.7197
angela,18,8.9763
angelas,18,8.9763
angeles,181,6.7197
angelic,181,6.7197
angelica,4,10.3111
angelina,39,8.2322
angelique,1,11.2273
angelo,8,9.7233
angelou,181,6.7197
angels,181,6.7197
angelus,2,10.8218
anger,8,9.7233
angered,8,9.7233
angers,8,9.7233
angie,1,11.2273
angina,2,10.8218
angiography,1,11.2273
angioplasty,1,11.2273
angkor,1,11.2273
angle,19,8.925
angled,19,8.925
anglerfish,1,11.2273
angles,19,8.925
anglican,5,10.1288
anglicanism,5,10.1288
anglo,10,9.5227
anglomania,1,11.2273
anglophobia,1,11.2273
angola,4,10.3111
angolan,1,11.2273
angolul,1,11.2273
angostura,1,11.2273
angry,15,9.1481
angstrom,1,11.2273
anguilla,1,11.2273
anguish,1,11.2273
angular,1,11.2273
angus,3,10.5342
anh,1,11.2273
anhalt,1,11.2273
anheuser,2,10.8218
anhui,1,11.2273
ani,140,6.9742
aniane,1,11.2273
anicetus,1,11.2273
anichkov,1,11.2273
aniello,1,11.2273
anile,1,11.2273
anim,865,5.1721
anima,1,11.2273
animagi,1,11.2273
animagus,3,10.5342
animal,865,5.1721
animals,865,5.1721
animaniacs,1,11.2273
animate,865,5.1721
animated,865,5.1721
animates,865,5.1721
animation,865,5.1721
animations,865,5.1721
animator,865,5.1721
animators,865,5.1721
anime,865,5.1721
animigus,1,11.2273
animus,1,11.2273
anise,2,10.8218
anisimova,1,11.2273
anissa,1,11.2273
anissina,1,11.2273
aniston,25,8.6628
anistons,25,8.6628
anita,6,9.9746
anito,1,11.2273
anixia,1,11.2273
anjali,1,11.2273
anka,3,10.5342
ankara,4,10.3111
ankeny,1,11.2273
ankh,2,10.8218
ankle,4,10.3111
ann,105,7.2589
anna,26,8.6251
annabel,2,10.8218
annabeths,1,11.2273
annalee,1,11.2273
annals,1,11.2273
annan,1,11.2273
annapolis,5,10.1288
annar,1,11.2273
annas,26,8.6251
annauds,1,11.2273
anne,105,7.2589
annelle,1,11.2273
annenskij,1,11.2273
annes,105,7.2589
annexed,1,11.2273
anni,35,8.3375
annie,35,8.3375
anniversary,14,9.2126
announce,65,7.7319
announced,65,7.7319
announcement,65,7.7319
announcements,65,7.7319
announcer,65,7.7319
announcing,65,7.7319
annoy,12,9.3557
annoyance,1,11.2273
annoyed,12,9.3557
annoying,12,9.3557
annoys,12,9.3557
anns,105,7.2589
annual,53,7.9324
annually,53,7.9324
annul,2,10.8218
annulled,2,10.8218
annunciate,3,10.5342
annunciation,3,10.5342
annus,53,7.9324
annuus,1,11.2273
ano,1,11.2273
anoint,2,10.8218
anointed,2,10.8218
anoka,1,11.2273
anomalie,1,11.2273
anomalocaris,2,10.8218
anomaly,1,11.2273
anomoly,1,11.2273
anonima,1,11.2273
anonimose,1,11.2273
anonimous,1,11.2273
anonymos,1,11.2273
anonymous,4,10.3111
anorexia,3,10.5342
another,111,7.2039
anothony,1,11.2273
anoumaly,1,11.2273
anova,1,11.2273
ans,4,10.3111
ansari,1,11.2273
ansatz,1,11.2273
anschluss,1,11.2273
ansell,1,11.2273
anselm,1,11.2273
anselmo,3,10.5342
ansen,1,11.2273
anson,2,10.8218
anspaugh,1,11.2273
answer,31,8.4552
answered,31,8.4552
answering,31,8.4552
answers,31,8.4552
ant,41,8.1835
antagonism,1,11.2273
antagonist,12,9.3557
antagonists,12,9.3557
antananarivo,4,10.3111
antarctic,5,10.1288
antarctica,22,8.7853
antartica,1,11.2273
anteater,3,10.5342
anteaters,3,10.5342
antebellum,1,11.2273
antecubital,1,11.2273
antelope,6,9.9746
antenna,4,10.3111
antennae,4,10.3111
antepenultimate,1,11.2273
antepiretic,1,11.2273
antepyretic,1,11.2273
anterior,2,10.8218
anterograde,2,10.8218
anthem,67,7.7021
anthemius,1,11.2273
anthems,67,7.7021
anther,1,11.2273
anthesteria,1,11.2273
anthology,1,11.2273
anthony,65,7.7319
anthonys,65,7.7319
anthophobia,1,11.2273
anthrax,4,10.3111
anthro,1,11.2273
anthropologist,2,10.8218
anthropology,6,9.9746
anthrozoology,1,11.2273
anti,36,8.3102
antibiotic,3,10.5342
antibiotics,3,10.5342
antichrist,3,10.5342
anticucho,1,11.2273
anticyclonic,1,11.2273
antidepressant,2,10.8218
antidepressants,2,10.8218
antietam,11,9.4357
antifascist,1,11.2273
antifreeze,1,11.2273
antigens,1,11.2273
antigone,2,10.8218
antigua,2,10.8218
antihistamine,1,11.2273
antihydrogen,1,11.2273
antilopine,1,11.2273
antimatter,1,11.2273
antinous,1,11.2273
antinovel,1,11.2273
antioch,1,11.2273
antiochia,1,11.2273
antioxidant,8,9.7233
antioxidants,8,9.7233
antipas,1,11.2273
antiperspirant,2,10.8218
antipyretic,1,11.2273
antique,9,9.618
antiquity,9,9.618
antiseptic,1,11.2273
antislavery,1,11.2273
antismoking,1,11.2273
antithetical,1,11.2273
antitrust,1,11.2273
antlers,3,10.5342
antlophobia,1,11.2273
antoine,9,9.618
antoinette,14,9.2126
antoinettes,14,9.2126
anton,192,6.6612
antonello,1,11.2273
antonia,3,10.5342
antonias,3,10.5342
antonie,7,9.8411
antonina,1,11.2273
antonine,1,11.2273
antonio,28,8.5536
antonius,1,11.2273
antony,7,9.8411
antonyms,1,11.2273
antonys,7,9.8411
ants,41,8.1835
antsirabe,1,11.2273
antwan,1,11.2273
antwerp,2,10.8218
antwone,1,11.2273
antz,3,10.5342
anubis,3,10.5342
anuptaphobia,1,11.2273
anvil,2,10.8218
anwar,1,11.2273
anxiety,10,9.5227
anxious,3,10.5342
any,140,6.9742
anya,1,11.2273
anybody,8,9.7233
anymore,3,10.5342
anyone,16,9.0875
anytime,1,11.2273
anyway,4,10.3111
anyways,4,10.3111
anywhere,4,10.3111
anzac,7,9.8411
anzacs,7,9.8411
anzio,1,11.2273
ao,6,9.9746
aorta,3,10.5342
ap,21,8.8298
apache,7,9.8411
apalachin,1,11.2273
apana,1,11.2273
apanchomene,1,11.2273
aparatchik,1,11.2273
aparicio,1,11.2273
apart,49,8.0093
apartheid,1,11.2273
apartment,49,8.0093
apartments,49,8.0093
apatosauras,1,11.2273
apatosaurus,3,10.5342
apatow,8,9.7233
apatows,8,9.7233
apayao,1,11.2273
ape,21,8.8298
aped,21,8.8298
apeiron,1,11.2273
apek,1,11.2273
apennine,3,10.5342
apennines,3,10.5342
aperitif,2,10.8218
aperture,1,11.2273
apes,21,8.8298
apex,4,10.3111
aphelion,1,11.2273
aphenphosmphobia,3,10.5342
aphorist,1,11.2273
aphrodisiac,3,10.5342
aphrodite,14,9.2126
aphrodites,14,9.2126
apia,2,10.8218
apiary,1,11.2273
apio,2,10.8218
apiology,1,11.2273
apiophilia,1,11.2273
apo,3,10.5342
apocalypse,13,9.2816
apocalyptic,5,10.1288
apocalyptica,7,9.8411
apocalypticas,7,9.8411
apocriphal,1,11.2273
apollo,45,8.0926
apollonia,1,11.2273
apollos,45,8.0926
apologised,1,11.2273
apologize,4,10.3111
apologizing,4,10.3111
apology,4,10.3111
apostle,12,9.3557
apostles,12,9.3557
apostolic,3,10.5342
apotemnophobia,1,11.2273
apothecaries,4,10.3111
apothecary,4,10.3111
appa,1,11.2273
appalachia,1,11.2273
appalachian,5,10.1288
appallosa,1,11.2273
appaloosa,9,9.618
apparatus,10,9.5227
appareled,1,11.2273
apparent,7,9.8411
apparently,7,9.8411
appealed,4,10.3111
appealing,4,10.3111
appeals,4,10.3111
appear,639,5.4704
appearance,639,5.4704
appearances,639,5.4704
appeared,639,5.4704
appearing,639,5.4704
appearred,639,5.4704
appears,639,5.4704
appended,1,11.2273
appendix,1,11.2273
appert,3,10.5342
appertization,3,10.5342
appetite,6,9.9746
appetizer,2,10.8218
appetizing,2,10.8218
applaud,2,10.8218
applause,1,11.2273
apple,68,7.6875
applegate,6,9.9746
apples,68,7.6875
appleton,2,10.8218
appliances,22,8.7853
applicable,5,10.1288
application,5,10.1288
applied,22,8.7853
applies,22,8.7853
apply,22,8.7853
applying,22,8.7853
appoint,22,8.7853
appointed,22,8.7853
appointing,22,8.7853
appointments,22,8.7853
appolon,1,11.2273
appomattox,1,11.2273
appreciate,3,10.5342
appreciation,3,10.5342
apprenctices,1,11.2273
apprentice,12,9.3557
apprenticed,1,11.2273
apprentices,12,9.3557
apprenticeship,1,11.2273
approach,15,9.1481
approachable,15,9.1481
approached,15,9.1481
approaches,15,9.1481
appropriate,3,10.5342
approval,13,9.2816
approve,13,9.2816
approved,13,9.2816
approves,13,9.2816
approx,1,11.2273
approximate,114,7.1775
approximated,114,7.1775
approximately,114,7.1775
approximation,114,7.1775
apres,1,11.2273
apricot,2,10.8218
apricots,2,10.8218
april,161,6.8357
aprils,161,6.8357
apron,2,10.8218
aproximately,1,11.2273
aptly,1,11.2273
apu,5,10.1288
apulia,1,11.2273
aq,1,11.2273
aqoura,1,11.2273
aqsa,1,11.2273
aqua,5,10.1288
aqualung,1,11.2273
aquaman,9,9.618
aquamans,9,9.618
aquamarine,3,10.5342
aquaos,1,11.2273
aquarium,3,10.5342
aquarius,5,10.1288
aquatic,4,10.3111
aquatta,1,11.2273
aquila,1,11.2273
aquinas,4,10.3111
aquino,4,10.3111
aquitaine,1,11.2273
ar,12,9.3557
ara,2,10.8218
arab,70,7.659
arabella,1,11.2273
arabia,18,8.9763
arabian,14,9.2126
arabias,18,8.9763
arabic,70,7.659
arable,1,11.2273
arabs,70,7.659
arachne,1,11.2273
arachnephobia,1,11.2273
arachnida,1,11.2273
arachnology,1,11.2273
arachnophobia,5,10.1288
arafat,1,11.2273
arago,1,11.2273
aragog,1,11.2273
aragon,3,10.5342
aragorn,3,10.5342
aral,1,11.2273
araneta,1,11.2273
arango,1,11.2273
arantes,5,10.1288
arapajo,2,10.8218
ararat,2,10.8218
arbeit,1,11.2273
arbiter,1,11.2273
arbok,1,11.2273
arboles,1,11.2273
arbor,1,11.2273
arbuckle,1,11.2273
arbus,1,11.2273
arbuthnott,1,11.2273
arbys,3,10.5342
arc,19,8.925
arca,1,11.2273
arcade,7,9.8411
arcadia,2,10.8218
arcadium,1,11.2273
arcana,2,10.8218
arcane,1,11.2273
arceus,1,11.2273
arch,11,9.4357
archaeognatha,1,11.2273
archaeological,9,9.618
archaeologist,7,9.8411
archaeologists,7,9.8411
archaic,7,9.8411
archangel,4,10.3111
archbishop,5,10.1288
archduchess,1,11.2273
archduke,4,10.3111
archenemy,2,10.8218
archer,10,9.5227
archers,10,9.5227
archery,1,11.2273
arches,11,9.4357
archetype,2,10.8218
archibald,1,11.2273
archie,26,8.6251
archies,26,8.6251
archimedean,1,11.2273
archimedes,10,9.5227
archimond,1,11.2273
archipelago,9,9.618
architect,29,8.5197
architects,29,8.5197
architectural,26,8.6251
architecturally,26,8.6251
architecture,26,8.6251
archon,4,10.3111
arclite,1,11.2273
arcseconds,1,11.2273
arctic,15,9.1481
arctica,1,11.2273
arcturus,1,11.2273
arden,1,11.2273
ardent,3,10.5342
ardmacha,1,11.2273
ardmore,1,11.2273
area,166,6.8054
areal,12,9.3557
areas,166,6.8054
arecibo,1,11.2273
areida,1,11.2273
arena,13,9.2816
arenas,13,9.2816
arendt,1,11.2273
arent,1,11.2273
areology,1,11.2273
areopagitica,1,11.2273
arequipa,1,11.2273
ares,12,9.3557
aretha,21,8.8298
argenta,1,11.2273
argentina,48,8.0295
argentinasaurus,1,11.2273
argentine,5,10.1288
argentinean,2,10.8218
argentino,1,11.2273
argentum,1,11.2273
arginine,1,11.2273
argo,2,10.8218
argon,1,11.2273
argonauts,1,11.2273
arguably,22,8.7853
argue,22,8.7853
argued,22,8.7853
arguello,1,11.2273
arguing,22,8.7853
argument,22,8.7853
arguments,22,8.7853
argus,22,8.7853
argyle,2,10.8218
ari,5,10.1288
aria,6,9.9746
ariadne,3,10.5342
ariane,1,11.2273
ariary,1,11.2273
arica,1,11.2273
aricept,1,11.2273
arid,6,9.9746
ariel,13,9.2816
ariels,13,9.2816
aries,5,10.1288
arigatou,1,11.2273
arimathaea,1,11.2273
arise,2,10.8218
arista,1,11.2273
aristaeus,1,11.2273
aristarchus,3,10.5342
aristarcus,1,11.2273
aristocats,12,9.3557
aristocracy,1,11.2273
aristocrat,5,10.1288
aristocratic,5,10.1288
aristocrats,5,10.1288
aristole,1,11.2273
aristotelian,2,10.8218
aristotle,38,8.2575
aristotles,38,8.2575
arithmancy,1,11.2273
arithmetic,1,11.2273
arizas,1,11.2273
arizona,45,8.0926
ark,18,8.9763
arkadian,1,11.2273
arkadyevich,1,11.2273
arkansas,32,8.4245
arkenstone,1,11.2273
arkin,4,10.3111
arlen,3,10.5342
arlene,3,10.5342
arlington,10,9.5227
arm,63,7.7627
armada,2,10.8218
armadillo,3,10.5342
armadillos,3,10.5342
armageddon,4,10.3111
armaghobs,1,11.2273
arman,1,11.2273
armand,2,10.8218
armandhammer,1,11.2273
armando,1,11.2273
armani,2,10.8218
armature,1,11.2273
armbruster,1,11.2273
armchair,1,11.2273
armed,63,7.7627
armee,2,10.8218
armenia,13,9.2816
armenian,3,10.5342
armies,102,7.2875
armillaria,1,11.2273
armisen,1,11.2273
armistice,2,10.8218
armoire,1,11.2273
armonica,1,11.2273
armor,13,9.2816
armored,13,9.2816
armors,13,9.2816
armory,1,11.2273
armour,2,10.8218
armpit,3,10.5342
arms,63,7.7627
armstrong,34,8.3657
armstrongs,34,8.3657
army,102,7.2875
arnaz,1,11.2273
arness,12,9.3557
arnie,2,10.8218
arnold,52,7.9511
arnolds,52,7.9511
arnstein,1,11.2273
arolsen,1,11.2273
aroma,3,10.5342
aromatherapy,3,10.5342
aromatic,6,9.9746
aromatics,6,9.9746
arose,2,10.8218
around,203,6.606
arousing,1,11.2273
arp,4,10.3111
arpad,1,11.2273
arpanet,1,11.2273
arpeggio,1,11.2273
arquette,16,9.0875
arraigned,1,11.2273
arrange,20,8.8763
arranged,20,8.8763
arrangement,20,8.8763
arrangements,20,8.8763
arranger,20,8.8763
arranging,20,8.8763
arrav,1,11.2273
array,2,10.8218
arrest,47,8.0501
arrested,47,8.0501
arrestees,1,11.2273
arrhenphobia,1,11.2273
arrhythmias,1,11.2273
arrival,32,8.4245
arrive,32,8.4245
arrived,32,8.4245
arrives,32,8.4245
arriving,32,8.4245
arrogant,1,11.2273
arrow,13,9.2816
arrows,13,9.2816
arroyo,4,10.3111
arroz,3,10.5342
arsenal,28,8.5536
arsenals,28,8.5536
arsenic,28,8.5536
arsenio,1,11.2273
arson,1,11.2273
art,111,7.2039
artanis,2,10.8218
arte,111,7.2039
artemis,12,9.3557
artemisium,1,11.2273
artemiss,1,11.2273
artemus,3,10.5342
arterial,11,9.4357
arteries,11,9.4357
arteriosclerosis,2,10.8218
artery,11,9.4357
arthas,2,10.8218
arthralgia,1,11.2273
arthritic,1,11.2273
arthritis,1,11.2273
arthro,1,11.2273
arthropod,5,10.1288
arthropoda,1,11.2273
arthropods,5,10.1288
arthur,68,7.6875
arthurian,8,9.7233
arthurkraus,1,11.2273
arthurmiller,1,11.2273
arthurs,68,7.6875
artichoke,2,10.8218
artichokes,2,10.8218
article,15,9.1481
articles,15,9.1481
articulation,2,10.8218
artie,1,11.2273
artifact,7,9.8411
artifacts,7,9.8411
artificial,30,8.487
artificially,30,8.487
artillery,2,10.8218
artimas,1,11.2273
artin,2,10.8218
artio,1,11.2273
artiodactyl,1,11.2273
artist,282,6.2801
artistic,282,6.2801
artists,282,6.2801
artois,1,11.2273
arts,111,7.2039
arturian,1,11.2273
arturo,1,11.2273
artwork,5,10.1288
artworks,5,10.1288
aruba,3,10.5342
aruban,1,11.2273
arugula,1,11.2273
arum,1,11.2273
arvak,1,11.2273
arvind,1,11.2273
arvn,1,11.2273
arwen,1,11.2273
aryan,1,11.2273
arztin,1,11.2273
as2,1,11.2273
asa,1,11.2273
asana,2,10.8218
asanas,2,10.8218
asaph,3,10.5342
asbestos,1,11.2273
asbury,2,10.8218
asc,1,11.2273
ascend,10,9.5227
ascended,10,9.5227
ascending,10,9.5227
ascension,1,11.2273
ascent,3,10.5342
ascerose,1,11.2273
asceticism,1,11.2273
aschaffenburg,1,11.2273
ascheim,1,11.2273
asclepius,2,10.8218
ascorbic,1,11.2273
ascribed,1,11.2273
asem,1,11.2273
asereje,1,11.2273
asexual,7,9.8411
asexually,7,9.8411
asgard,3,10.5342
ash,19,8.925
ashamed,1,11.2273
ashanti,2,10.8218
ashdod,1,11.2273
ashe,19,8.925
asher,1,11.2273
ashes,19,8.925
ashford,1,11.2273
ashgabat,1,11.2273
ashkanazi,1,11.2273
ashkenazi,3,10.5342
ashland,1,11.2273
ashlee,1,11.2273
ashley,18,8.9763
ashoka,1,11.2273
ashtabula,9,9.618
ashtanga,1,11.2273
ashton,6,9.9746
ashtray,1,11.2273
ashville,1,11.2273
asi,2,10.8218
asia,78,7.5524
asian,56,7.8784
asians,56,7.8784
asias,78,7.5524
aside,5,10.1288
asimov,10,9.5227
asissi,1,11.2273
asked,85,7.4676
askew,1,11.2273
asking,85,7.4676
asks,85,7.4676
asl,1,11.2273
aslan,5,10.1288
asleep,7,9.8411
asmara,1,11.2273
asmus,1,11.2273
aso,1,11.2273
asp,2,10.8218
asparagus,2,10.8218
asparuh,1,11.2273
asparuhov,1,11.2273
aspect,7,9.8411
aspects,7,9.8411
aspen,2,10.8218
asper,1,11.2273
aspera,2,10.8218
aspern,2,10.8218
asphalt,1,11.2273
asphaug,1,11.2273
aspiration,9,9.618
aspirations,9,9.618
aspire,9,9.618
aspirin,2,10.8218
aspiring,9,9.618
asriel,1,11.2273
ass,2,10.8218
assal,1,11.2273
assasination,2,10.8218
assassin,52,7.9511
assassinate,52,7.9511
assassinated,52,7.9511
assassination,52,7.9511
assassinations,52,7.9511
assassinator,52,7.9511
assassins,52,7.9511
assault,14,9.2126
assaulted,14,9.2126
assaulting,14,9.2126
assaults,14,9.2126
assembly,7,9.8411
assemblyman,1,11.2273
asserted,1,11.2273
assia,2,10.8218
assiette,1,11.2273
assigned,10,9.5227
assiniboine,1,11.2273
assis,2,10.8218
assisi,1,11.2273
assist,46,8.0711
assistance,46,8.0711
assistant,46,8.0711
assistants,46,8.0711
assisted,46,8.0711
assists,46,8.0711
associate,156,6.867
associated,156,6.867
associates,156,6.867
association,156,6.867
associations,156,6.867
associative,156,6.867
asst,1,11.2273
assume,31,8.4552
assumed,31,8.4552
assumes,31,8.4552
assuming,31,8.4552
assumption,2,10.8218
assured,1,11.2273
assuredly,1,11.2273
astaire,13,9.2816
astaires,13,9.2816
astana,1,11.2273
aster,3,10.5342
asteraceae,1,11.2273
asterciary,1,11.2273
asteria,1,11.2273
asterism,3,10.5342
asterix,1,11.2273
asteroid,13,9.2816
asteroids,13,9.2816
asthma,6,9.9746
astles,1,11.2273
aston,3,10.5342
astor,3,10.5342
astoria,2,10.8218
astra,3,10.5342
astral,3,10.5342
astro,8,9.7233
astrolgelogy,1,11.2273
astrolobe,1,11.2273
astrological,22,8.7853
astrology,22,8.7853
astronaut,36,8.3102
astronauts,36,8.3102
astronomer,26,8.6251
astronomers,26,8.6251
astronomical,26,8.6251
astronomy,4,10.3111
astrophobia,1,11.2273
astrophysical,3,10.5342
astrophysics,3,10.5342
astros,8,9.7233
asturiana,1,11.2273
asunci,1,11.2273
asuncion,2,10.8218
asuras,1,11.2273
asylum,2,10.8218
asymmetric,3,10.5342
asymmetrical,3,10.5342
asynchronous,1,11.2273
ata,2,10.8218
atac,1,11.2273
atacama,2,10.8218
atanasoff,1,11.2273
atari,2,10.8218
atat,2,10.8218
ataxiophobia,1,11.2273
ataxophobia,1,11.2273
ate,19,8.925
atelophobia,1,11.2273
aten,2,10.8218
atf,1,11.2273
athabasca,1,11.2273
athabaskan,1,11.2273
atheism,3,10.5342
atheist,2,10.8218
athena,16,9.0875
athenas,16,9.0875
athenian,5,10.1288
athenians,5,10.1288
athens,33,8.3947
athina,2,10.8218
athlete,68,7.6875
athletes,68,7.6875
athletic,68,7.6875
athletics,68,7.6875
athos,2,10.8218
athropod,1,11.2273
athrty,1,11.2273
atilla,1,11.2273
ativan,1,11.2273
atkins,2,10.8218
atkinson,11,9.4357
atkinsons,11,9.4357
atland,1,11.2273
atlanta,50,7.9895
atlantic,70,7.659
atlantis,12,9.3557
atlas,8,9.7233
atlases,1,11.2273
atle,1,11.2273
atletico,2,10.8218
atm,1,11.2273
atmosphere,30,8.487
atmospheric,30,8.487
atoll,5,10.1288
atom,77,7.5651
atomic,77,7.5651
atomism,77,7.5651
atomos,1,11.2273
atoms,77,7.5651
atonal,2,10.8218
atop,1,11.2273
atorvastatin,1,11.2273
atp,2,10.8218
atrabilious,1,11.2273
atreyu,2,10.8218
atreyus,2,10.8218
atrium,1,11.2273
atrocious,1,11.2273
atron,1,11.2273
atrophy,2,10.8218
atropos,1,11.2273
ats,19,8.925
att,1,11.2273
attach,12,9.3557
attached,12,9.3557
attaches,12,9.3557
attack,114,7.1775
attacked,114,7.1775
attacker,114,7.1775
attacking,114,7.1775
attacks,114,7.1775
attain,8,9.7233
attainable,8,9.7233
attained,8,9.7233
attempt,70,7.659
attempted,70,7.659
attempting,70,7.659
attempts,70,7.659
attend,104,7.2683
attendance,104,7.2683
attendant,104,7.2683
attended,104,7.2683
attending,104,7.2683
attends,104,7.2683
attention,13,9.2816
attic,8,9.7233
attica,1,11.2273
attics,8,9.7233
atticus,4,10.3111
attila,8,9.7233
attilas,8,9.7233
attinger,1,11.2273
attire,3,10.5342
attitude,7,9.8411
attitudes,7,9.8411
attlee,1,11.2273
attorney,14,9.2126
attorneyes,1,11.2273
attorneys,14,9.2126
attorny,1,11.2273
attract,38,8.2575
attracted,38,8.2575
attracting,38,8.2575
attraction,38,8.2575
attractions,38,8.2575
attractive,38,8.2575
attracts,38,8.2575
attrell,1,11.2273
attribute,17,9.0304
attributed,17,9.0304
attributes,17,9.0304
attrition,1,11.2273
atum,2,10.8218
atwood,1,11.2273
au,7,9.8411
au1,1,11.2273
aubergine,1,11.2273
aubrey,2,10.8218
aubrun,1,11.2273
auburn,4,10.3111
auburns,4,10.3111
auckland,1,11.2273
auction,9,9.618
auctioneer,9,9.618
aud,1,11.2273
audacity,1,11.2273
audi,24,8.702
audible,3,10.5342
audie,24,8.702
audience,24,8.702
audiences,24,8.702
audio,50,7.9895
audionet,1,11.2273
audition,8,9.7233
auditioned,8,9.7233
auditor,1,11.2273
auditory,1,11.2273
audra,1,11.2273
audrey,26,8.6251
audry,1,11.2273
auger,1,11.2273
augie,1,11.2273
augmentin,1,11.2273
august,157,6.8607
augusta,8,9.7233
auguste,157,6.8607
augusten,1,11.2273
augustin,8,9.7233
augustine,8,9.7233
augustinian,2,10.8218
augusto,1,11.2273
augusts,157,6.8607
augustus,14,9.2126
augustusburg,1,11.2273
auld,1,11.2273
aum,1,11.2273
aunt,21,8.8298
auntie,1,11.2273
aura,1,11.2273
aurelia,1,11.2273
aurelius,3,10.5342
auric,1,11.2273
auriga,1,11.2273
aurora,16,9.0875
auroras,16,9.0875
aurore,1,11.2273
auschwitz,1,11.2273
auscultate,2,10.8218
auscultation,2,10.8218
austarlia,1,11.2273
austen,14,9.2126
austens,14,9.2126
austere,1,11.2273
austerlitz,2,10.8218
austin,38,8.2575
austins,38,8.2575
austrailia,1,11.2273
austral,2,10.8218
australe,2,10.8218
australia,134,7.0176
australian,84,7.4793
australians,84,7.4793
australias,134,7.0176
australo,1,11.2273
australopithecanthropus,1,11.2273
australopithecus,3,10.5342
australorp,1,11.2273
austria,59,7.8271
austrian,19,8.925
austrias,59,7.8271
autecology,1,11.2273
authenticate,1,11.2273
author,344,6.0831
authored,344,6.0831
authoring,344,6.0831
authoritative,2,10.8218
authorities,344,6.0831
authority,344,6.0831
authorization,344,6.0831
authorized,344,6.0831
authors,344,6.0831
autism,1,11.2273
autistic,3,10.5342
auto,16,9.0875
autobiographical,15,9.1481
autobiography,17,9.0304
autobot,3,10.5342
autobots,3,10.5342
autochrome,1,11.2273
autocratic,1,11.2273
autoeroticism,1,11.2273
autograph,1,11.2273
automaker,1,11.2273
automated,2,10.8218
automatic,12,9.3557
automation,2,10.8218
automaton,1,11.2273
automobile,38,8.2575
automobiles,38,8.2575
automobili,1,11.2273
automotive,2,10.8218
automysophobia,1,11.2273
autonomous,6,9.9746
autophobia,3,10.5342
autopilot,1,11.2273
autopsy,1,11.2273
autotrophic,1,11.2273
autovitalic,1,11.2273
